sic64,total_assets_2016,total_assets_2017,total_assets_2018,total_assets_2019,total_assets_2020,total_assets_2021,total_liabilities_2016,total_liabilities_2017,total_liabilities_2018,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,net_assets_2016,net_assets_2017,net_assets_2018,net_assets_2019,net_assets_2020,net_assets_2021
1,3651.508,3938.687,4198.636,3508.411,3236.178,NA,-152.71,-144.136,-85.477,-83.571,-84.321,NA,3804.218,4082.823,4284.113,3591.982,3320.499,NA
1,2693.457,6509.531,6616.062,6709.407,6690.515,NA,-1963.995,-2602.543,-2678.368,-2672.518,-2728.774,NA,4657.451999999999,9112.074,9294.43,9381.925,9419.289,NA
1,902.53,523.757,606.279,1052.159,NA,NA,-1083.005,-699.376,-793.172,-1228.837,NA,NA,1985.535,1223.1329999999998,1399.451,2280.996,NA,NA
1,776.709,700.165,626.149,637.078,917.587,NA,-161.544,-175.613,-197.457,-201.035,-308.342,NA,938.2529999999999,875.778,823.606,838.1129999999999,1225.929,NA
1,5873.389,9343.976,7727.872,7425.473,7049.547,NA,-6038.145,-9650.807,-10051.168,-385.632,-419.762,NA,11911.534,18994.783000000003,17779.04,7811.105,7469.308999999999,NA
54,242.733745634392,261.981848555352,287.86908711035,396.528123386527,378.634216604029,NA,-204.1047432753677,-210.4435068093158,-212.94237173875018,-258.9915551846233,-142.28399029467,NA,446.8384889097597,472.4253553646678,500.8114588491002,655.5196785711503,520.918206898699,NA
1,790.63,1050.71,1391.393,1323.779,1453.624,NA,-698.578,-918.445,-1290.334,-1224.45,-1355.526,NA,1489.208,1969.1550000000002,2681.727,2548.2290000000003,2809.15,NA
1,1511.944,1725.351,1889.415,2299.584,2708.23,NA,-47.995,-70.38,-49.77,-104.341,-127.64200000000001,NA,1559.9389999999999,1795.7310000000002,1939.185,2403.9249999999997,2835.872,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11882,13649,13818,13821,14074,14172,-7097,-8950,-9255,-9450,-9892,-10101,18979,22599,23073,23271,23966,24273
1,1690.099,1608.782,1853.482,2075.131,1230.315,NA,-1510.173,-1441.363,-1743.695,-1886.5400000000002,-957.485,NA,3200.272,3050.145,3597.1769999999997,3961.6710000000003,2187.8,NA
1,3314.862,3525.571,3234.588,3280.52,3439.116,NA,-316.218,-387.884,-382.08,-347.482,-376.92,NA,3631.08,3913.455,3616.668,3628.002,3816.036,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,90.8674656148238,145.443477268411,115.650922044014,224.930823017247,580.3526834132,NA,-97.64088251740729,-142.3741094314649,-103.299467423893,-209.313754307398,-235.631263444906,NA,188.5083481322311,287.81758669987585,218.950389467907,434.244577324645,815.983946858106,NA
1,7659.491,NA,8253.503,8426.568,8257.354,NA,-5685.568,NA,-6210.741,-6378.701999999999,-6188.189,NA,13345.059000000001,NA,14464.244,14805.269999999999,14445.543,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,421.437,386.095,510.493,513.881,647.608,NA,-350.671,-243.672,-291.506,-213.12,-419.036,NA,772.108,629.767,801.999,727.001,1066.644,NA
1,659.591,622.193,663.916,687.438,842.288,NA,-34.873,-42.051,-25.318,-31.189,-28.729,NA,694.464,664.244,689.234,718.627,871.017,NA
1,9223.542,9668.359,4098.298,3581.477,NA,NA,-5142.72,-4338.5509999999995,-3215.0519999999997,-2189.749,NA,NA,14366.261999999999,14006.91,7313.3499999999995,5771.226,NA,NA
1,21522,32483,36465,33078,35682,36276,-22237,-31934,-36041,-37142,-40083,-40546,43759,64417,72506,70220,75765,76822
1,2541.049,2801.758,2977.774,2884.927,3046.46,NA,-35.515,-30.168,-47.193,-40.029,-59.72,NA,2576.564,2831.926,3024.967,2924.956,3106.18,NA
1,11102.982,15998.013,15550.925,14663.252,16039.662,NA,-27111.542999999998,-32616.648,-32353.188000000002,-33395.558,-34474.869,NA,38214.524999999994,48614.661,47904.113,48058.81,50514.531,NA
1,234.281,400.832,266.724,289.608,309.91,NA,-31.836,-207.67,-106.282,-122.161,-140.377,NA,266.117,608.502,373.006,411.769,450.28700000000003,NA
44,17254.989,17510.877,18652.532,19455.438,18678.212,NA,-2010.113,-1049.342,-1136.47,-637.337,-1424.8890000000001,NA,19265.102000000003,18560.219,19789.002,20092.774999999998,20103.101,NA
1,1356.846,1538.438,1456.443,1800.778,2792.223,NA,-1235.7630000000001,-1809.047,-2155.325,-3082.321,-4618.142,NA,2592.6090000000004,3347.485,3611.768,4883.099,7410.365,NA
1,2003.204,2036.936,2729.703,2593.71,2515.744,NA,-23.289,-64.811,-166.043,-21.762,-29.653,NA,2026.493,2101.747,2895.746,2615.472,2545.397,NA
1,13298.058,13418.816,13389.663,14182.523,14573.915,16831.961,-1773.7730000000001,-1534.7600000000002,-1182.925,-1871.2359999999999,-1937.492,-2023.905,15071.831000000002,14953.576000000001,14572.588,16053.758999999998,16511.407,18855.865999999998
1,670.773,690.181,749.415,833.54,798.707,NA,-377.765,-398.792,-437.737,-521.179,-486.547,NA,1048.538,1088.973,1187.152,1354.719,1285.254,NA
1,55355.472,56452.878,54716.951,54459.266,21861.356,NA,-26358.448,-27488.837,-25286.907,-23468.228000000003,-7051.5830000000005,NA,81713.92,83941.715,80003.85800000001,77927.494,28912.939,NA
1,12752.665,13232.174,13204.02,13240.039,12836013,13885.876,-1057.054,-1027.862,-1022.241,-1094.078,-439464,-451.524,13809.719000000001,14260.036,14226.261,14334.117,13275477,14337.4
1,47.385,110.987,202.666,187.671,247.6,NA,-1.2,-43.891999999999996,-110.351,-93.572,-101.925,NA,48.585,154.879,313.017,281.243,349.525,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2444.462,2304.105,2516.084,2460.875,2478.9,NA,-664.926,-814.964,-847.085,-787.9359999999999,-824.025,NA,3109.388,3119.069,3363.169,3248.8109999999997,3302.925,NA
1,11216.055,12622.639,13468.896,10742.398,7647.713,NA,-3181.251,-3492.24,-3221.889,-1530.426,-253.40099999999998,NA,14397.306,16114.878999999999,16690.785,12272.823999999999,7901.114,NA
1,701.105,676.947,647.439,628.613,636.052,NA,-181.307,-154.716,-127.419,-138.393,-140.343,NA,882.412,831.663,774.858,767.0060000000001,776.395,NA
1,945.37877840492,1261.82262097292,1095.46173885366,954.702805327052,1125.56938464151,NA,-884.438590735262,-1110.978902547773,-783.396984336821,-565.981542373333,-621.306868238028,NA,1829.817369140182,2372.801523520693,1878.8587231904812,1520.684347700385,1746.8762528795378,NA
1,410.007,418.783,443.022,439.654,518.865,NA,-85.193,-82.852,-102.023,-87.791,-102.358,NA,495.2,501.635,545.045,527.4449999999999,621.223,NA
1,573.046493298765,574.132443570965,554.624956255324,557.0475962088,931.933785324736,NA,-468.874683060739,-392.47965700805344,-311.5335382502302,-300.9357171961198,-579.088095286367,NA,1041.921176359504,966.6121005790185,866.1584945055542,857.9833134049197,1511.021880611103,NA
1,1990.978,2138.461,2003.42,1839.574,1708.332,NA,-2392.999,-2532.3,-979.911,-785.798,-665.4359999999999,NA,4383.977,4670.761,2983.331,2625.3720000000003,2373.768,NA
46,6824.69094021173,7105.22439618068,7224.01722481818,6959.02609020971,7568.73915766041,NA,-660.1300994522593,-631.7288026142274,-617.596180280989,-557.2359496497381,-565.927417839142,NA,7484.821039663989,7736.953198794908,7841.613405099169,7516.262039859448,8134.666575499552,NA
1,1069.359,1180.248,1064.512,1220.454,1924.933,NA,-730.905,-574.018,-416.393,-633.565,-1235.453,NA,1800.264,1754.266,1480.905,1854.019,3160.386,NA
1,1150.289,1274.088,1345.085,1336.061,1507.054,NA,-33.485,-32.868,-35.382,-34.088,-27.533,NA,1183.774,1306.956,1380.467,1370.149,1534.587,NA
1,NA,NA,0.1,252.58,64.779,NA,NA,NA,0,-252.73899999999998,-27.322,NA,NA,NA,0.1,505.31899999999996,92.101,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2671.922,2647.233,2558.2,2672.265,2902.641,NA,-219.19,-263.61,-94.281,-61.449,-204.396,NA,2891.112,2910.8430000000003,2652.4809999999998,2733.714,3107.0370000000003,NA
1,0.1,0.1,413.475,353.99,NA,NA,0,0,-349.04,-623.904,NA,NA,0.1,0.1,762.5150000000001,977.894,NA,NA
1,11110.943,10959.358,11119.674,11055.901,10871.466,NA,-5983.954,-5772.657,-5985.289,-5758.671,-5743.886,NA,17094.896999999997,16732.015,17104.963,16814.572,16615.352,NA
1,NA,NA,NA,NA,451.487,NA,NA,NA,NA,NA,-354.02799999999996,NA,NA,NA,NA,NA,805.515,NA
1,767.1352596987,948.758418954874,1502.28203510892,1627.77589185658,1883.09353431748,NA,-205.228981724599,-122.566490029628,-439.900460109136,-342.47963467693796,-301.1180680483626,NA,972.3642414232991,1071.324908984502,1942.182495218056,1970.2555265335182,2184.2116023658427,NA
1,NA,NA,2288.543,5093.305,4864.008,NA,NA,NA,-2034.6860000000001,-5086.112999999999,-5353.4259999999995,NA,NA,NA,4323.229,10179.418,10217.434,NA
1,NA,4093.773,4060.451,2433.432,2237.777,NA,NA,-108.898,-86.88,-76.168,-141.725,NA,NA,4202.671,4147.331,2509.6,2379.502,NA
1,NA,1118.071,1321.934,1508.159,1526.492,NA,NA,-86.025,-91.264,-147.734,-176.772,NA,NA,1204.096,1413.1979999999999,1655.893,1703.264,NA
1,7565,6194,7530,9367,18411,NA,-6234,-5682,-7018,-8855,-17899,NA,13799,11876,14548,18222,36310,NA
1,NA,NA,NA,NA,NA,62.84,NA,NA,NA,NA,NA,-25.37,NA,NA,NA,NA,NA,88.21000000000001
1,288.637,306.454,304.248,307.202,364.404,NA,-27.621,-42.454,-43.554,-52.985,-47.148,NA,316.258,348.908,347.802,360.187,411.552,NA
1,5458.584,2184.886,8247.496,6493.795,5500.849,NA,-12699.06,-13206.915,-23533.481,-24853.611,-27469.177,NA,18157.644,15391.801000000001,31780.977,31347.406000000003,32970.026,NA
1,38812.796,38655.118,39286.056,38521.953,35463.003,NA,-2753.281,-1680.852,-1831.904,-2327.089,-833.4090000000001,NA,41566.077000000005,40335.97,41117.96,40849.042,36296.412,NA
1,598.432454408549,806.061439798512,914.031993059089,1059.02407089508,1207.16503618605,NA,-483.741069304866,-657.0994622103619,-672.882355396976,-750.0062787786701,-851.481109310597,NA,1082.173523713415,1463.160902008874,1586.914348456065,1809.0303496737502,2058.646145496647,NA
1,725.055,615.772,472.029,538.327,477.421,NA,-673.736,-624.404,-501.36899999999997,-585.236,-437.576,NA,1398.791,1240.176,973.3979999999999,1123.563,914.9970000000001,NA
1,2841.646,3011.741,2701.351,3038.337,3147.746,NA,-100.264,-121.028,-115.769,-102.281,-100.021,NA,2941.9100000000003,3132.769,2817.12,3140.618,3247.7670000000003,NA
1,1079.809,1125.532,1256.782,1246.678,1170.66,NA,-802.72,-666.708,-1104.8,-906.423,-731.8389999999999,NA,1882.529,1792.2399999999998,2361.582,2153.101,1902.499,NA
1,3253.145,5323.973,18881.989,23965.643,28213.583,NA,-3261.814,-5473.78,-20481.311,-23560.796000000002,-8520.415,NA,6514.959,10797.753,39363.3,47526.439,36733.998,NA
1,3249.655,3376.419,3826.048,4289.169,4740.608,NA,-327.124,-270.362,-303.165,-344.866,-482.257,NA,3576.7790000000005,3646.781,4129.213,4634.035,5222.865,NA
44,146.795318432524,118.276385899128,224.407322813907,295.619637049566,350.33797446712,NA,-2108.07062251476,-2501.19401767323,-2967.88610513806,-3357.8582340113,-3615.33874195058,NA,2254.865940947284,2619.470403572358,3192.293427951967,3653.4778710608657,3965.6767164177,NA
1,NA,NA,NA,NA,907.351581997341,NA,NA,NA,NA,NA,-682.270439888229,NA,NA,NA,NA,NA,1589.6220218855701,NA
1,648.498,999.754,1143.366,815.276,NA,NA,-11.18,-6.61,-21.662,-15.527,NA,NA,659.678,1006.364,1165.028,830.803,NA,NA
56,24.205,96.419,85.294,158.292,226.064,NA,-23.415,-54.519,-59.44,-148.614,-155.022,NA,47.62,150.938,144.73399999999998,306.906,381.086,NA
1,3499.818,3848.331,3218.951,3378.45,3261.227,NA,-59.543,-37.99,-50.359,-50.903,-46.377,NA,3559.3610000000003,3886.321,3269.31,3429.3529999999996,3307.604,NA
1,95,60,1564,2748,2235,NA,-95,-60,-1564,-2748,-2235,NA,190,120,3128,5496,4470,NA
1,400.95,291.7,261.315,258.883,261.618,NA,-250.976,-210.978,-264.73,-366.832,-351.358,NA,651.9259999999999,502.678,526.0450000000001,625.7149999999999,612.976,NA
1,345,342,347,374,366,NA,-15,-5,-2,-21,-6,NA,360,347,349,395,372,NA
1,578.943,585.246,498.535,596.356,521.323,487.99,-416.324,-409.712,-296.074,-219.329,-246.386,-254.395,995.267,994.958,794.609,815.685,767.709,742.385
1,155.481,210.913,176.017,173.31,267.021,327.147,-118.253,-139.124,-144.279,-145.123,-211.128,-205.796,273.734,350.03700000000003,320.296,318.433,478.149,532.943
1,290.691,286.798,267.288,339.493,387.781,NA,-58.693,-51.151,-30.56,-29.545,-25.122,NA,349.38399999999996,337.949,297.848,369.038,412.903,NA
1,1966.72,2235.578,2033.329,3110.358,3157.343,NA,-380.376,-628.378,-382.71000000000004,-368.18300000000005,-420.092,NA,2347.096,2863.956,2416.0389999999998,3478.541,3577.435,NA
1,1435.035,1423.398,1385.915,1409.898,NA,NA,-325.921,-376.735,-383.244,-450.199,NA,NA,1760.9560000000001,1800.1329999999998,1769.159,1860.097,NA,NA
1,1157.347,1171.118,1300.735,1531.77,1592.268,1544.291,-22.671,-50.029,-68.351,-50.916,-72.155,-60.132,1180.018,1221.147,1369.0859999999998,1582.686,1664.423,1604.423
1,9366,12561,12624,12610,12960,NA,-1785,-13,-241,-493,-1166,NA,11151,12574,12865,13103,14126,NA
1,1189.14463782337,1763.96789233801,3145.11753880958,3374.56473266775,3551.94075739703,NA,-1261.00062683248,-1756.600238616052,-3046.308224141228,-3334.4246474173833,-3522.0058115308234,NA,2450.14526465585,3520.568130954062,6191.425762950808,6708.989380085133,7073.946568927853,NA
1,1695.809,1773.308,1784.188,1746.709,1184.807,NA,-526.973,-453.977,-359.16499999999996,-322.66700000000003,-149.96699999999998,NA,2222.782,2227.285,2143.353,2069.376,1334.774,NA
1,293.204,356.71,641.919,950.095,549.152,NA,-252.779,-278.118,-528.558,-788.373,-345.789,NA,545.983,634.828,1170.4769999999999,1738.468,894.941,NA
1,119.638,159.513,145.857,158.519,NA,NA,-47.453,-66.016,-40.71,-52.19,NA,NA,167.091,225.529,186.567,210.709,NA,NA
1,181.518,188.036,187.331,180.922,230.485,NA,-227.305,-237.33100000000002,-238.726,-223.084,-233.261,NA,408.823,425.367,426.057,404.006,463.746,NA
1,465.339,789.974,783.308,1044.282,1003.476,NA,-82.556,-311.875,-278.261,-743.035,-860.367,NA,547.895,1101.8490000000002,1061.569,1787.317,1863.8429999999998,NA
44,1156.50631178628,1206.54825911342,4095.9064969567,3507.59226238883,3628.13808234084,NA,-1157.52596594366,-1234.48678486117,-4154.45933644903,-3662.1559521753,-3882.65221592835,NA,2314.03227772994,2441.03504397459,8250.365833405729,7169.74821456413,7510.79029826919,NA
1,1522.959,1472.853,1436.977,1371.465,1317.205,NA,-3983.8940000000002,-3964.2560000000003,-4123.482,-4466.619,-4710.5289999999995,NA,5506.853,5437.109,5560.459,5838.084,6027.7339999999995,NA
1,664.918,757.388,745.357,802.173,869.971,NA,-57.236,-71.015,-65.882,-96.264,-90.773,NA,722.154,828.403,811.239,898.437,960.744,NA
1,3218.583,2892.905,3136.838,3196.043,3131.318,NA,-780.627,-512.256,-692.5799999999999,-762.369,-697.436,NA,3999.21,3405.161,3829.418,3958.4120000000003,3828.7540000000004,NA
1,2638.517,4301.343,4951.791,24638.466,31303.719,NA,-2638.516,-4301.342,-4951.691,-24638.365999999998,-31303.619,NA,5277.032999999999,8602.685,9903.482,49276.831999999995,62607.338,NA
1,NA,NA,706.148096958476,736.690373571995,705.574404540456,1122.19521344129,NA,NA,-659.645951085052,-643.982842173693,-570.820637957823,-920.100567041432,NA,NA,1365.7940480435282,1380.6732157456881,1276.395042498279,2042.295780482722
1,3692.32879208618,4106.97216105523,4192.45167130647,5749.55385221267,4690.7304296378,NA,-1024.26230868773,-1050.7427806511,-959.538918635391,-2732.99558574358,-1367.3361407336,NA,4716.59110077391,5157.71494170633,5151.990589941862,8482.54943795625,6058.066570371399,NA
44,22343,24175,27341,30157,30931,NA,-4328,-5120,-5400,-6157,-6836,NA,26671,29295,32741,36314,37767,NA
1,1114.471,1114.292,1136.79,1218.021,1334.449,NA,-513.203,-566.245,-738.113,-861.067,-964.603,NA,1627.674,1680.5369999999998,1874.903,2079.0879999999997,2299.052,NA
1,373,424,64,73,75,NA,-846,-1134,-987,-996,-996,NA,1219,1558,1051,1069,1071,NA
1,2431,1668,1031,485,343,250,-1369,-2337,-1360,-972,-890,-902,3800,4005,2391,1457,1233,1152
1,2431,1668,1031,485,343,250,-1369,-2337,-1360,-972,-890,-902,3800,4005,2391,1457,1233,1152
2,510,291,481,727,NA,NA,-510,-291,-481,-727,NA,NA,1020,582,962,1454,NA,NA
1,8578.03186593204,8744.96018218338,8864.92814166106,9064.91273231932,9728.96164026503,NA,-27.0943356135561,-57.6424714139001,-34.5735385118219,-35.7758645750143,-33.1309289034206,NA,8605.126201545596,8802.60265359728,8899.501680172882,9100.688596894335,9762.09256916845,NA
1,15799.05,14621.139,15096.159,13134.348,13317.635,NA,-17838.643,-17643.718,-18037.855,-17447.407,-17419.147,NA,33637.693,32264.857,33134.013999999996,30581.754999999997,30736.782,NA
44,6059.29140281085,6168.97578171105,6159.79172395746,5964.29646637913,4933.83400991024,NA,-3651.707141419809,-3724.219861515394,-3614.2601937496593,-3517.6768768470947,-1960.8687035829323,NA,9710.998544230659,9893.195643226445,9774.051917707118,9481.973343226226,6894.702713493172,NA
1,427.695,325.396,273.192,183.708,214.893,NA,-54.495,-20.281,-46.141,-49.81,-30.85,NA,482.19,345.677,319.333,233.518,245.743,NA
1,474.51362760671,611.001249772016,755.951411825327,745.521754580315,921.833539157707,NA,-17.5688981872958,-43.0155303973646,-76.7341446173448,-7.85776309516978,-12.2216087514489,NA,492.0825257940058,654.0167801693806,832.6855564426718,753.3795176754847,934.055147909156,NA
1,NA,NA,NA,296.815913751583,381.399961929005,NA,NA,NA,NA,-190.7129958626756,-161.95323199454742,NA,NA,NA,NA,487.5289096142586,543.3531939235525,NA
36,1797.88,1804.255,1825.392,1842.315,2183.516,NA,-112.767,-51.329,-24.023,-22.164,-102.364,NA,1910.6470000000002,1855.584,1849.415,1864.479,2285.88,NA
1,679.408,662.602,800.812,980.565,988.896,NA,-76.822,-61.916,-58.003,-104.298,-98.262,NA,756.23,724.518,858.815,1084.863,1087.158,NA
1,NA,536.073347529155,653.251704702448,678.181118684632,689.471185729742,NA,NA,-455.194883696102,-559.259795634135,-569.3479320541151,-532.037736172604,NA,NA,991.268231225257,1212.5115003365831,1247.5290507387472,1221.5089219023462,NA
1,100.285,106.954,129.567,105.377,206.29,NA,-93.244,-100.704,-142.491,-112.594,-209.132,NA,193.529,207.658,272.058,217.971,415.422,NA
1,292.483939208879,299.064538655327,269.03533502608,225.023287433708,302.760502296291,NA,-189.786771664003,-213.2189891034896,-187.7700689767172,-154.02773863180528,-196.4262883718008,NA,482.270710872882,512.2835277588166,456.8054040027972,379.05102606551327,499.1867906680918,NA
1,NA,NA,NA,309.831992672466,399.443430842094,NA,NA,NA,NA,-222.084973755061,-204.237840336759,NA,NA,NA,NA,531.916966427527,603.681271178853,NA
1,1173.631,3574.908,3387.591,3419.611,3326.829,NA,-11.4,-27.524,-34.886,-22.712,-21.199,NA,1185.0310000000002,3602.432,3422.477,3442.323,3348.0280000000002,NA
1,155.638,49.36,71.045,97.93,150.956,NA,-42.74,-45.502,-29.692,-52.209,-79.228,NA,198.37800000000001,94.862,100.737,150.139,230.18399999999997,NA
1,10026.846,10945.925,10932.919,10600.315,10478.942,NA,-1693.234,-2535.495,-2473.14,-2262.477,-2129.39,NA,11720.08,13481.419999999998,13406.059,12862.792000000001,12608.331999999999,NA
1,2197.565,2190.233,2189.839,6016.911,5779.966,NA,-6139.604,-6525.883,-6924.582,-7778.968,-289.507,NA,8337.169,8716.116,9114.421,13795.879,6069.473,NA
1,1760.029,1683.22,1742.307,1932.301,1974.214,NA,-67.184,-10.959,-23.644,-16.851,-21.48,NA,1827.213,1694.179,1765.951,1949.152,1995.694,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1050.93440499939,1111.68899342966,1168.04085233301,1096.70588905892,1110.42267291267,NA,-968.559201866728,-968.303004491506,-1037.064927229112,-913.442271785374,-900.6436872045359,NA,2019.493606866118,2079.9919979211663,2205.105779562122,2010.1481608442941,2011.066360117206,NA
2,443.194,443.075,443.101,443.127,443.112,NA,0,0,0,0,0,NA,443.194,443.075,443.101,443.127,443.112,NA
1,421.964,412.972,432.798,555.849,462.272,NA,-420.792,-384.764,-351.228,-407.698,-283.08200000000005,NA,842.756,797.736,784.0260000000001,963.547,745.354,NA
1,0.0843363488029491,0.0893554085553492,628.100089324251,617.602513109639,532.21492363918,NA,0,0,-726.984537118875,-737.208207559879,-617.19803936683,NA,0.0843363488029491,0.0893554085553492,1355.0846264431261,1354.810720669518,1149.4129630060102,NA
1,283.639,272.208,272.674,229.272,259.277,380.31,-7.083,-1.373,-5.78,-4.907,-10.354,-10.969,290.72200000000004,273.581,278.45399999999995,234.179,269.631,391.279
1,1152.311,1035.112,1047.482,1074.762,1055.243,NA,-873.879,-711.205,-635.369,-558.659,-400.359,NA,2026.19,1746.317,1682.851,1633.4209999999998,1455.6019999999999,NA
1,452.61,523.351,417.904,606.718,250.649,NA,-406.722,-479.137,-376.263,-568.864,-216.245,NA,859.332,1002.488,794.1669999999999,1175.5819999999999,466.894,NA
1,6252,6270,6069,6172,6258,NA,-4485,-4450,-4163,-4246,-4199,NA,10737,10720,10232,10418,10457,NA
1,424.315796383313,373.701303636615,387.67062825213,463.31778708557,486.087376709297,NA,-307.1918077898845,-180.71014091721,-113.477354637333,-189.9895474190694,-148.7395204827122,NA,731.5076041731975,554.411444553825,501.147982889463,653.3073345046394,634.8268971920093,NA
61,150.959,81.409,58.029,91.854,116.121,NA,-12.994,-8.136,-12.883,-11.652,-6.558,NA,163.953,89.545,70.912,103.506,122.679,NA
1,81.065,67.367,54.069,56.786,43.185,117.09,-58.689,-41.618,-24.48,-34.375,-39.487,-58.287,139.754,108.98500000000001,78.549,91.161,82.672,175.377
1,0.114,48.035,75.155,82.309,117.231,139.304,-3.145,-8.932,-19.23,-21.518,-11.751,-22.956,3.259,56.967,94.385,103.827,128.982,162.26
1,49.005,109.135,257.777,246.347,265.453,NA,-23.726,-79.235,-229.323,-218.615,-206.405,NA,72.731,188.37,487.1,464.962,471.85799999999995,NA
1,1633.082,1748.507,1851.869,2047.98,2022.591,2063.685,-920.5440000000001,-1020.2940000000001,-1112.607,-1249.468,-1225.014,-1219.382,2553.626,2768.8010000000004,2964.4759999999997,3297.4480000000003,3247.6049999999996,3283.067
1,1298.274,1256.518,1266.672,1261.454,NA,NA,-10452.363,-11090.682,-11552.693,-11859.611,NA,NA,11750.636999999999,12347.2,12819.365,13121.065,NA,NA
1,155.119,209.654,390.282,504.882,284.336,NA,-49.061,-198.82,-246.088,-330.124,-4.45,NA,204.18,408.474,636.37,835.0060000000001,288.786,NA
58,202.458,245.654,205.595,236.025,364.127,NA,-4.732,-13.404,-7.071,-8.081,-36.475,NA,207.19,259.058,212.666,244.106,400.60200000000003,NA
1,904.571,894.233,830.73,881.729,865.049,NA,-1937.046,-2069.762,-2116.678,-2293.96,-2251.049,NA,2841.617,2963.995,2947.408,3175.6890000000003,3116.098,NA
1,649608,716597,731113,482235,450107.589,NA,-299570,-346546,-331617,-213262,-176250.45400000003,NA,949178,1063143,1062730,695497,626358.0430000001,NA
1,NA,384.850618095805,455.817828770302,508.245219661527,567.893335751428,NA,NA,-351.306812449179,-353.858577597997,-321.628054987268,-249.303993929749,NA,NA,736.157430544984,809.676406368299,829.873274648795,817.197329681177,NA
1,804.928,836.55,910.005,828.196,812.563,840.885,-920.672,-911.792,-948.029,-881.529,-871.089,-954.222,1725.6,1748.342,1858.034,1709.725,1683.652,1795.107
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,559.095225239579,648.198473005939,616.645582751263,625.164761972353,728.089128570434,NA,-415.958916553978,-404.152663492634,-304.009928579471,-255.773698970994,-241.193439566039,NA,975.0541417935569,1052.351136498573,920.655511330734,880.938460943347,969.282568136473,NA
1,299,179,265,749,681,NA,-331,-179,-265,-749,-681,NA,630,358,530,1498,1362,NA
1,617.322274003827,657.236908005382,601.60752997076,580.990505749957,652.01777986817,NA,-345.225580406701,-389.731843428638,-431.457399929633,-452.036235978012,-510.329037425255,NA,962.5478544105281,1046.96875143402,1033.064929900393,1033.026741727969,1162.346817293425,NA
1,NA,NA,226.513915990989,273.368273381945,436.162503697491,NA,NA,NA,-186.8261707590967,-149.67143397882202,-258.201184515227,NA,NA,NA,413.3400867500857,423.039707360767,694.363688212718,NA
1,3409,4163,4688,4483,4321,2535,-5224,-7408,-10347,-14031,-17933,-6225,8633,11571,15035,18514,22254,8760
1,370,706,1167,1071,1192,NA,-300,-517,-969,-873,-1169,NA,670,1223,2136,1944,2361,NA
1,801.269,610.787,629.461,632.78,581.336,NA,-811.5070000000001,-643.3000000000001,-665.0749999999999,-665.833,-248.1,NA,1612.776,1254.087,1294.536,1298.6129999999998,829.436,NA
1,334.74046393599,377.149682481767,516.352131993954,527.158473587807,682.702941828932,NA,-5.7811820166643,-3.1696681740124,-17.20816021554677,-28.15455866034625,-28.957513657761,NA,340.5216459526543,380.3193506557794,533.5602922095007,555.3130322481531,711.660455486693,NA
1,493.073046975459,769.409211316436,756.038895658708,815.807553370679,897.434211915177,NA,-183.6474254139064,-302.226218306918,-269.074116519229,-282.650878840973,-310.6845230534409,NA,676.7204723893655,1071.635429623354,1025.113012177937,1098.458432211652,1208.118734968618,NA
1,NA,258.334757505257,331.599630675106,602.226455154567,597.898734876458,NA,NA,-238.826941394089,-255.821226429078,-529.481710981908,-483.063914870625,NA,NA,497.161698899346,587.420857104184,1131.708166136475,1080.962649747083,NA
1,1113.923,429.927,630.842,1053.028,1219.992,1259.296,-2745.4049999999997,-2138.603,-2595.692,-2861.2129999999997,-2889.337,-2875.107,3859.3279999999995,2568.53,3226.534,3914.241,4109.329,4134.403
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,507.154,426.522,432.546,550.196,604.36,NA,-594.3470000000001,-558.4649999999999,-518.379,-556.276,-545.824,NA,1101.5010000000002,984.9869999999999,950.925,1106.472,1150.184,NA
1,4918.965,5115.971,4986.932,5377.599,5304.273,NA,-280.627,-313.774,-815.325,-837.652,-852.167,NA,5199.592000000001,5429.745,5802.257,6215.251,6156.4400000000005,NA
1,322.943,179.438,167.304,448.499,NA,NA,-106.486,-52.89,-98.683,-302.961,NA,NA,429.429,232.32799999999997,265.987,751.46,NA,NA
1,252.157,286.426,373.021,213.195,279.275,NA,-173.594,-195.34300000000002,-247.243,-130.243,-158.737,NA,425.751,481.769,620.264,343.438,438.01199999999994,NA
